Year,Month,Day,Marsh,Zone,Cage,Treatment,diameter
2016,June,23,KF1,reg,7,ambient,2.4
2016,June,23,KF1,reg,7,ambient,2.3
2016,June,23,KF1,reg,7,ambient,2.1
2016,June,23,KF1,reg,7,ambient,1.4
2016,June,23,KF1,reg,7,ambient,0.7
2016,June,23,KF1,reg,8,ambient,7.2
2016,June,23,KF1,reg,8,ambient,6.4
2016,June,23,KF1,reg,8,ambient,3.5
2016,June,23,KF1,reg,8,ambient,3.4
2016,June,23,KF1,reg,8,ambient,2.1
2016,June,23,KF1,reg,8,ambient,1.7
2016,June,23,KF1,reg,8,ambient,1.2
2016,June,23,KF1,reg,8,ambient,1.2
2016,June,23,KF1,reg,8,ambient,0.7
2016,June,23,KF1,reg,8,ambient,0.6
2016,June,23,KF1,reg,9,no,1.5
2016,June,23,KF1,reg,9,no,1
2016,June,23,KF1,reg,9,no,1
2016,June,23,KF1,reg,10,no,3.5
2016,June,23,KF1,reg,10,no,2.5
2016,June,23,KF1,reg,10,no,1
2016,June,23,KF1,reg,A,cc,7.6
2016,June,23,KF1,reg,A,cc,5.3
2016,June,23,KF1,reg,A,cc,3.7
2016,June,23,KF1,reg,A,cc,3.7
2016,June,23,KF1,reg,A,cc,1.7
2016,June,23,KF1,reg,A,cc,1.6
2016,June,23,KF1,reg,A,cc,1.4
2016,June,23,KF1,reg,A,cc,1.3
2016,June,23,KF1,reg,A,cc,1.1
2016,June,23,KF1,reg,A,cc,0.9
2016,June,23,KF1,reg,B,cc,9.3
2016,June,23,KF1,reg,B,cc,7.5
2016,June,23,KF1,reg,B,cc,6.9
2016,June,23,KF1,reg,B,cc,6.8
2016,June,23,KF1,reg,B,cc,5.6
2016,June,23,KF1,reg,B,cc,3.7
2016,June,23,KF1,reg,B,cc,2.6
2016,June,23,KF1,reg,B,cc,1.7
2016,June,23,KF1,reg,B,cc,1.4
2016,June,23,KF1,reg,B,cc,1.3
2016,May,25,KF1,reg,1,ambient,8.7
2016,May,25,KF1,reg,1,ambient,4.9
2016,May,25,KF1,reg,1,ambient,4.2
2016,May,25,KF1,reg,1,ambient,3.7
2016,May,25,KF1,reg,1,ambient,3.6
2016,May,25,KF1,reg,1,ambient,3.3
2016,May,25,KF1,reg,1,ambient,3.1
2016,May,25,KF1,reg,1,ambient,2.6
2016,May,25,KF1,reg,1,ambient,2.2
2016,May,25,KF1,reg,2,ambient,6.1
2016,May,25,KF1,reg,2,ambient,5.6
2016,May,25,KF1,reg,2,ambient,5.3
2016,May,25,KF1,reg,2,ambient,3.7
2016,May,25,KF1,reg,2,ambient,3.4
2016,May,25,KF1,reg,2,ambient,2.2
2016,May,25,KF1,reg,2,ambient,1.9
2016,May,25,KF1,reg,2,ambient,1.8
2016,May,25,KF1,reg,2,ambient,1.7
2016,May,25,KF1,reg,3,no,1
2016,May,25,KF1,reg,3,no,0.5
2016,May,25,KF1,reg,3,no,0.3
2016,May,25,KF1,reg,4,ambient,5.6
2016,May,25,KF1,reg,4,ambient,4.3
2016,May,25,KF1,reg,4,ambient,3.8
2016,May,25,KF1,reg,4,ambient,3.4
2016,May,25,KF1,reg,4,ambient,3.2
2016,May,25,KF1,reg,4,ambient,3.2
2016,May,25,KF1,reg,4,ambient,3.1
2016,May,25,KF1,reg,4,ambient,1.8
2016,May,25,KF1,reg,4,ambient,1.6
2016,May,25,KF1,reg,4,ambient,0.7
2016,May,25,KF1,reg,5,no,1.1
2016,May,25,KF1,reg,6,no,2.3
2016,May,25,KF1,reg,6,no,1
2016,May,25,KF1,reg,7,ambient,6.6
2016,May,25,KF1,reg,7,ambient,5.8
2016,May,25,KF1,reg,7,ambient,4.1
2016,May,25,KF1,reg,7,ambient,2.7
2016,May,25,KF1,reg,7,ambient,1.7
2016,May,25,KF1,reg,7,ambient,1.5
2016,May,25,KF1,reg,7,ambient,1
2016,May,25,KF1,reg,8,ambient,8.4
2016,May,25,KF1,reg,8,ambient,8
2016,May,25,KF1,reg,8,ambient,7.9
2016,May,25,KF1,reg,8,ambient,6.3
2016,May,25,KF1,reg,8,ambient,6
2016,May,25,KF1,reg,8,ambient,4.9
2016,May,25,KF1,reg,8,ambient,3.3
2016,May,25,KF1,reg,8,ambient,2.7
2016,May,25,KF1,reg,8,ambient,2.6
2016,May,25,KF1,reg,8,ambient,2.4
2016,May,25,KF1,reg,9,no,0.2
2016,May,25,KF1,reg,10,no,0.2
2016,May,25,KF1,reg,A,cc,10.6
2016,May,25,KF1,reg,A,cc,9.5
2016,May,25,KF1,reg,A,cc,7.3
2016,May,25,KF1,reg,A,cc,6.1
2016,May,25,KF1,reg,A,cc,5.6
2016,May,25,KF1,reg,A,cc,4.4
2016,May,25,KF1,reg,A,cc,3
2016,May,25,KF1,reg,A,cc,1.4
2016,May,25,KF1,reg,A,cc,1
2016,May,25,KF1,reg,A,cc,1
2016,May,25,KF1,reg,B,cc,8.5
2016,May,25,KF1,reg,B,cc,6.2
2016,May,25,KF1,reg,B,cc,5
2016,May,25,KF1,reg,B,cc,4.7
2016,May,25,KF1,reg,B,cc,3.5
2016,May,25,KF1,reg,B,cc,3.5
2016,May,25,KF1,reg,B,cc,2.5
2016,May,25,KF1,reg,B,cc,2.5
2016,May,25,KF1,reg,B,cc,1.5
2016,May,25,KF1,reg,B,cc,1
2016,October,7,KF1,reg,1,ambient,6.7
2016,October,7,KF1,reg,1,ambient,5.2
2016,October,7,KF1,reg,1,ambient,5
2016,October,7,KF1,reg,1,ambient,4.7
2016,October,7,KF1,reg,1,ambient,3.2
2016,October,7,KF1,reg,1,ambient,2.4
2016,October,7,KF1,reg,1,ambient,2.1
2016,October,7,KF1,reg,1,ambient,1.6
2016,October,7,KF1,reg,1,ambient,1.3
2016,October,7,KF1,reg,1,ambient,1
2016,October,7,KF1,reg,2,ambient,6.1
2016,October,7,KF1,reg,2,ambient,4.2
2016,October,7,KF1,reg,2,ambient,4
2016,October,7,KF1,reg,2,ambient,3.2
2016,October,7,KF1,reg,2,ambient,3
2016,October,7,KF1,reg,2,ambient,2.9
2016,October,7,KF1,reg,2,ambient,2.6
2016,October,7,KF1,reg,2,ambient,2.1
2016,October,7,KF1,reg,2,ambient,1.5
2016,October,7,KF1,reg,2,ambient,1
2016,October,7,KF1,reg,3,no,NA
2016,October,7,KF1,reg,4,ambient,5.1
2016,October,7,KF1,reg,4,ambient,4
2016,October,7,KF1,reg,4,ambient,4
2016,October,7,KF1,reg,4,ambient,3.7
2016,October,7,KF1,reg,4,ambient,3
2016,October,7,KF1,reg,4,ambient,2.6
2016,October,7,KF1,reg,4,ambient,2.3
2016,October,7,KF1,reg,4,ambient,2.1
2016,October,7,KF1,reg,4,ambient,2
2016,October,7,KF1,reg,4,ambient,1
2016,October,7,KF1,reg,5,no,NA
2016,October,7,KF1,reg,6,no,NA
2016,October,7,KF1,reg,7,ambient,6.4
2016,October,7,KF1,reg,7,ambient,5.1
2016,October,7,KF1,reg,7,ambient,2.1
2016,October,7,KF1,reg,7,ambient,2
2016,October,7,KF1,reg,7,ambient,1.8
2016,October,7,KF1,reg,7,ambient,1.7
2016,October,7,KF1,reg,7,ambient,1.5
2016,October,7,KF1,reg,7,ambient,1.4
2016,October,7,KF1,reg,7,ambient,1.1
2016,October,7,KF1,reg,7,ambient,1
2016,October,7,KF1,reg,8,ambient,6.7
2016,October,7,KF1,reg,8,ambient,5.4
2016,October,7,KF1,reg,8,ambient,5.2
2016,October,7,KF1,reg,8,ambient,2.7
2016,October,7,KF1,reg,8,ambient,2.3
2016,October,7,KF1,reg,8,ambient,2.3
2016,October,7,KF1,reg,8,ambient,1.6
2016,October,7,KF1,reg,8,ambient,1.5
2016,October,7,KF1,reg,8,ambient,1.1
2016,October,7,KF1,reg,8,ambient,1.1
2016,October,7,KF1,reg,9,no,NA
2016,October,7,KF1,reg,10,no,NA
2016,October,7,KF1,reg,A,cc,4.1
2016,October,7,KF1,reg,A,cc,4.1
2016,October,7,KF1,reg,A,cc,3.2
2016,October,7,KF1,reg,A,cc,2.2
2016,October,7,KF1,reg,A,cc,2
2016,October,7,KF1,reg,A,cc,1.4
2016,October,7,KF1,reg,A,cc,1.4
2016,October,7,KF1,reg,A,cc,1.1
2016,October,7,KF1,reg,A,cc,1.1
2016,October,7,KF1,reg,A,cc,0.4
2016,October,7,KF1,reg,B,cc,5.1
2016,October,7,KF1,reg,B,cc,4.7
2016,October,7,KF1,reg,B,cc,4.6
2016,October,7,KF1,reg,B,cc,3.7
2016,October,7,KF1,reg,B,cc,3.6
2016,October,7,KF1,reg,B,cc,3
2016,October,7,KF1,reg,B,cc,2.1
2016,October,7,KF1,reg,B,cc,2
2016,October,7,KF1,reg,B,cc,1.8
2016,October,7,KF1,reg,B,cc,1.2
2016,September,8,KF1,reg,1,ambient,10.1
2016,September,8,KF1,reg,1,ambient,9.2
2016,September,8,KF1,reg,1,ambient,6.6
2016,September,8,KF1,reg,1,ambient,6.1
2016,September,8,KF1,reg,1,ambient,5.1
2016,September,8,KF1,reg,1,ambient,4
2016,September,8,KF1,reg,1,ambient,3.9
2016,September,8,KF1,reg,1,ambient,2.3
2016,September,8,KF1,reg,2,ambient,6.7
2016,September,8,KF1,reg,2,ambient,3.1
2016,September,8,KF1,reg,2,ambient,3
2016,September,8,KF1,reg,2,ambient,2.5
2016,September,8,KF1,reg,2,ambient,2.3
2016,September,8,KF1,reg,2,ambient,1.5
2016,September,8,KF1,reg,2,ambient,1.4
2016,September,8,KF1,reg,2,ambient,1.4
2016,September,8,KF1,reg,2,ambient,1.1
2016,September,8,KF1,reg,2,ambient,1
2016,September,8,KF1,reg,3,no,NA
2016,September,8,KF1,reg,4,ambient,5.6
2016,September,8,KF1,reg,4,ambient,3.1
2016,September,8,KF1,reg,4,ambient,2.9
2016,September,8,KF1,reg,4,ambient,2.2
2016,September,8,KF1,reg,4,ambient,2.1
2016,September,8,KF1,reg,4,ambient,2
2016,September,8,KF1,reg,4,ambient,1.8
2016,September,8,KF1,reg,4,ambient,1.7
2016,September,8,KF1,reg,4,ambient,1.7
2016,September,8,KF1,reg,4,ambient,1.5
2016,September,8,KF1,reg,7,ambient,6.2
2016,September,8,KF1,reg,7,ambient,4
2016,September,8,KF1,reg,7,ambient,3.1
2016,September,8,KF1,reg,7,ambient,2.5
2016,September,8,KF1,reg,7,ambient,2
2016,September,8,KF1,reg,7,ambient,2
2016,September,8,KF1,reg,7,ambient,2
2016,September,8,KF1,reg,7,ambient,1.8
2016,September,8,KF1,reg,7,ambient,1.7
2016,September,8,KF1,reg,7,ambient,1.5
2016,September,8,KF1,reg,8,ambient,8.3
2016,September,8,KF1,reg,8,ambient,6.5
2016,September,8,KF1,reg,8,ambient,4.6
2016,September,8,KF1,reg,8,ambient,4.1
2016,September,8,KF1,reg,8,ambient,3.3
2016,September,8,KF1,reg,8,ambient,3
2016,September,8,KF1,reg,8,ambient,3
2016,September,8,KF1,reg,8,ambient,2.2
2016,September,8,KF1,reg,8,ambient,2.1
2016,September,8,KF1,reg,8,ambient,1.1
2016,September,8,KF1,reg,9,no,NA
2016,September,8,KF1,reg,10,no,NA
2016,September,8,KF1,reg,A,cc,5
2016,September,8,KF1,reg,A,cc,4
2016,September,8,KF1,reg,A,cc,4
2016,September,8,KF1,reg,A,cc,3.1
2016,September,8,KF1,reg,A,cc,3.1
2016,September,8,KF1,reg,A,cc,2.7
2016,September,8,KF1,reg,A,cc,2.6
2016,September,8,KF1,reg,A,cc,2.2
2016,September,8,KF1,reg,A,cc,2
2016,September,8,KF1,reg,A,cc,1
2016,September,8,KF1,reg,B,cc,6.4
2016,September,8,KF1,reg,B,cc,5.2
2016,September,8,KF1,reg,B,cc,4.7
2016,September,8,KF1,reg,B,cc,3.6
2016,September,8,KF1,reg,B,cc,3.3
2016,September,8,KF1,reg,B,cc,3.1
2016,September,8,KF1,reg,B,cc,2.6
2016,September,8,KF1,reg,B,cc,1.8
2016,September,8,KF1,reg,B,cc,1.5
2016,September,8,KF1,reg,B,cc,1
2016,April,26,KF2,reg,11,ambient,9
2016,April,26,KF2,reg,11,ambient,5
2016,April,26,KF2,reg,11,ambient,4
2016,April,26,KF2,reg,11,ambient,3
2016,April,26,KF2,reg,11,ambient,3
2016,April,26,KF2,reg,11,ambient,2
2016,April,26,KF2,reg,11,ambient,2
2016,April,26,KF2,reg,11,ambient,1
2016,April,26,KF2,reg,11,ambient,1
2016,April,26,KF2,reg,11,ambient,1
2016,April,26,KF2,reg,11,ambient,0.5
2016,April,26,KF2,reg,11,ambient,0.4
2016,April,26,KF2,reg,11,ambient,0.4
2016,April,26,KF2,reg,11,ambient,0.4
2016,April,26,KF2,reg,11,ambient,0.4
2016,April,26,KF2,reg,12,no,8
2016,April,26,KF2,reg,12,no,3.5
2016,April,26,KF2,reg,12,no,3
2016,April,26,KF2,reg,12,no,2
2016,April,26,KF2,reg,12,no,1
2016,April,26,KF2,reg,12,no,1
2016,April,26,KF2,reg,12,no,1
2016,April,26,KF2,reg,12,no,1
2016,April,26,KF2,reg,12,no,1
2016,April,26,KF2,reg,12,no,1
2016,April,26,KF2,reg,12,no,0.4
2016,April,26,KF2,reg,12,no,0.4
2016,April,26,KF2,reg,12,no,0.4
2016,April,26,KF2,reg,12,no,0.4
2016,April,26,KF2,reg,12,no,0.4
2016,April,26,KF2,reg,13,no,7
2016,April,26,KF2,reg,13,no,1
2016,April,26,KF2,reg,14,no,6
2016,April,26,KF2,reg,14,no,4
2016,April,26,KF2,reg,14,no,3
2016,April,26,KF2,reg,14,no,3
2016,April,26,KF2,reg,14,no,2.5
2016,April,26,KF2,reg,14,no,2
2016,April,26,KF2,reg,14,no,2
2016,April,26,KF2,reg,14,no,1
2016,April,26,KF2,reg,14,no,1
2016,April,26,KF2,reg,14,no,1
2016,April,26,KF2,reg,15,ambient,4
2016,April,26,KF2,reg,15,ambient,2.5
2016,April,26,KF2,reg,15,ambient,2
2016,April,26,KF2,reg,15,ambient,2
2016,April,26,KF2,reg,15,ambient,2
2016,April,26,KF2,reg,15,ambient,1
2016,April,26,KF2,reg,15,ambient,1
2016,April,26,KF2,reg,15,ambient,1
2016,April,26,KF2,reg,15,ambient,1
2016,April,26,KF2,reg,15,ambient,0.5
2016,April,26,KF2,reg,16,no,6
2016,April,26,KF2,reg,16,no,4
2016,April,26,KF2,reg,16,no,3
2016,April,26,KF2,reg,16,no,3
2016,April,26,KF2,reg,16,no,3
2016,April,26,KF2,reg,16,no,2
2016,April,26,KF2,reg,16,no,2
