Year,Month,Date,Marsh,Zone,Cage,Treatment,CordgrassHeight
2016,April,26,KF1,reg,5,no,16.9
2016,April,26,KF1,reg,5,no,19.6
2016,April,26,KF1,reg,5,no,28.9
2016,April,26,KF1,reg,5,no,29.2
2016,April,26,KF1,reg,5,no,30.7
2016,April,26,KF1,reg,5,no,31.4
2016,April,26,KF1,reg,5,no,37.2
2016,April,26,KF1,reg,5,no,37.6
2016,April,26,KF1,reg,5,no,37.9
2016,April,26,KF1,reg,5,no,38.6
2016,April,26,KF1,reg,5,no,38.7
2016,April,26,KF1,reg,5,no,39.4
2016,April,26,KF1,reg,5,no,41.3
2016,April,26,KF1,reg,5,no,41.5
2016,April,26,KF1,reg,5,no,41.8
2016,April,26,KF1,reg,5,no,47.2
2016,April,26,KF1,reg,5,no,50
2016,April,26,KF1,reg,6,no,16.5
2016,April,26,KF1,reg,6,no,23.5
2016,April,26,KF1,reg,6,no,25.7
2016,April,26,KF1,reg,6,no,28
2016,April,26,KF1,reg,6,no,28.3
2016,April,26,KF1,reg,6,no,29.5
2016,April,26,KF1,reg,6,no,29.6
2016,April,26,KF1,reg,6,no,31.1
2016,April,26,KF1,reg,6,no,37.2
2016,April,26,KF1,reg,6,no,37.2
2016,April,26,KF1,reg,6,no,38.3
2016,April,26,KF1,reg,6,no,38.5
2016,April,26,KF1,reg,6,no,40.1
2016,April,26,KF1,reg,6,no,42.6
2016,April,26,KF1,reg,6,no,44.4
2016,April,26,KF1,reg,6,no,44.7
2016,April,26,KF1,reg,6,no,45.1
2016,April,26,KF1,reg,6,no,47.1
2016,April,26,KF1,reg,6,no,48.6
2016,April,26,KF1,reg,6,no,48.9
2016,April,26,KF1,reg,7,ambient,15.4
2016,April,26,KF1,reg,7,ambient,19.6
2016,April,26,KF1,reg,7,ambient,24
2016,April,26,KF1,reg,7,ambient,25.3
2016,April,26,KF1,reg,7,ambient,25.5
2016,April,26,KF1,reg,7,ambient,25.8
2016,April,26,KF1,reg,7,ambient,26.2
2016,April,26,KF1,reg,7,ambient,26.2
2016,April,26,KF1,reg,7,ambient,28.7
2016,April,26,KF1,reg,7,ambient,29.4
2016,April,26,KF1,reg,7,ambient,30.6
2016,April,26,KF1,reg,7,ambient,32
2016,April,26,KF1,reg,7,ambient,34.8
2016,April,26,KF1,reg,7,ambient,35.6
2016,April,26,KF1,reg,7,ambient,37.2
2016,April,26,KF1,reg,7,ambient,40.2
2016,April,26,KF1,reg,7,ambient,40.3
2016,April,26,KF1,reg,7,ambient,40.4
2016,April,26,KF1,reg,7,ambient,41.5
2016,April,26,KF1,reg,7,ambient,47.5
2016,April,26,KF1,reg,8,ambient,22.3
2016,April,26,KF1,reg,8,ambient,23.4
2016,April,26,KF1,reg,8,ambient,23.5
2016,April,26,KF1,reg,8,ambient,24.2
2016,April,26,KF1,reg,8,ambient,27.2
2016,April,26,KF1,reg,8,ambient,27.7
2016,April,26,KF1,reg,8,ambient,27.7
2016,April,26,KF1,reg,8,ambient,30.2
2016,April,26,KF1,reg,8,ambient,36
2016,April,26,KF1,reg,8,ambient,38
2016,April,26,KF1,reg,8,ambient,39.6
2016,April,26,KF1,reg,8,ambient,42.5
2016,April,26,KF1,reg,8,ambient,42.9
2016,April,26,KF1,reg,8,ambient,43.1
2016,April,26,KF1,reg,8,ambient,43.2
2016,April,26,KF1,reg,8,ambient,45.2
2016,April,26,KF1,reg,8,ambient,46.8
2016,April,26,KF1,reg,8,ambient,48.8
2016,April,26,KF1,reg,8,ambient,52.1
2016,April,26,KF1,reg,8,ambient,52.3
2016,April,26,KF1,reg,9,no,23.1
2016,April,26,KF1,reg,9,no,24.6
2016,April,26,KF1,reg,9,no,32.7
2016,April,26,KF1,reg,9,no,36.1
2016,April,26,KF1,reg,9,no,36.2
2016,April,26,KF1,reg,9,no,38.2
2016,April,26,KF1,reg,9,no,38.9
2016,April,26,KF1,reg,9,no,39
2016,April,26,KF1,reg,9,no,39.8
2016,April,26,KF1,reg,9,no,40.1
2016,April,26,KF1,reg,9,no,42.5
2016,April,26,KF1,reg,9,no,44.2
2016,April,26,KF1,reg,9,no,44.7
2016,April,26,KF1,reg,9,no,47.8
2016,April,26,KF1,reg,9,no,48.6
2016,April,26,KF1,reg,9,no,48.8
2016,April,26,KF1,reg,9,no,49.7
2016,April,26,KF1,reg,9,no,52.1
2016,April,26,KF1,reg,9,no,52.9
2016,April,26,KF1,reg,9,no,53
2016,April,26,KF1,reg,10,no,27.2
2016,April,26,KF1,reg,10,no,29.2
2016,April,26,KF1,reg,10,no,30.4
2016,April,26,KF1,reg,10,no,31.6
2016,April,26,KF1,reg,10,no,34.7
2016,April,26,KF1,reg,10,no,35
2016,April,26,KF1,reg,10,no,35.6
2016,April,26,KF1,reg,10,no,36.4
2016,April,26,KF1,reg,10,no,39.4
2016,April,26,KF1,reg,10,no,40.5
2016,April,26,KF1,reg,10,no,40.5
2016,April,26,KF1,reg,10,no,40.7
2016,April,26,KF1,reg,10,no,42
2016,April,26,KF1,reg,10,no,42
2016,April,26,KF1,reg,10,no,42.2
2016,April,26,KF1,reg,10,no,43.5
2016,April,26,KF1,reg,10,no,48.1
2016,April,26,KF1,reg,10,no,49.2
2016,April,26,KF1,reg,10,no,49.2
2016,April,26,KF1,reg,10,no,55.1
2016,April,26,KF1,reg,A,cc,19.3
2016,April,26,KF1,reg,A,cc,26.3
2016,April,26,KF1,reg,A,cc,28.4
2016,April,26,KF1,reg,A,cc,31.5
2016,April,26,KF1,reg,A,cc,33.4
2016,April,26,KF1,reg,A,cc,35.6
2016,April,26,KF1,reg,A,cc,36.3
2016,April,26,KF1,reg,A,cc,36.6
2016,April,26,KF1,reg,A,cc,37.2
2016,April,26,KF1,reg,A,cc,39.8
2016,April,26,KF1,reg,A,cc,40.4
2016,April,26,KF1,reg,A,cc,42.1
2016,April,26,KF1,reg,A,cc,42.6
2016,April,26,KF1,reg,A,cc,46.6
2016,April,26,KF1,reg,A,cc,46.8
2016,April,26,KF1,reg,A,cc,48.8
2016,April,26,KF1,reg,A,cc,49.4
2016,April,26,KF1,reg,A,cc,52.1
2016,April,26,KF1,reg,A,cc,52.2
2016,April,26,KF1,reg,A,cc,53.5
2016,April,26,KF1,reg,B,cc,15.1
2016,April,26,KF1,reg,B,cc,25.2
2016,April,26,KF1,reg,B,cc,25.7
2016,April,26,KF1,reg,B,cc,26.6
2016,April,26,KF1,reg,B,cc,28.2
2016,April,26,KF1,reg,B,cc,30.5
2016,April,26,KF1,reg,B,cc,31.1
2016,April,26,KF1,reg,B,cc,34
2016,April,26,KF1,reg,B,cc,34.8
2016,April,26,KF1,reg,B,cc,36.3
2016,April,26,KF1,reg,B,cc,41
2016,April,26,KF1,reg,B,cc,41.7
2016,April,26,KF1,reg,B,cc,42.7
2016,April,26,KF1,reg,B,cc,42.8
2016,April,26,KF1,reg,B,cc,43.3
2016,April,26,KF1,reg,B,cc,43.8
2016,April,26,KF1,reg,B,cc,45.8
2016,April,26,KF1,reg,B,cc,46
2016,April,26,KF1,reg,B,cc,47.2
2016,April,26,KF1,reg,B,cc,49.6
2016,April,26,KF2,reg,11,ambient,20.1
2016,April,26,KF2,reg,11,ambient,23.8
2016,April,26,KF2,reg,11,ambient,27.4
2016,April,26,KF2,reg,11,ambient,28.1
2016,April,26,KF2,reg,11,ambient,28.7
2016,April,26,KF2,reg,11,ambient,30.3
2016,April,26,KF2,reg,11,ambient,30.9
2016,April,26,KF2,reg,11,ambient,31.8
2016,April,26,KF2,reg,11,ambient,32
2016,April,26,KF2,reg,11,ambient,32.2
2016,April,26,KF2,reg,11,ambient,32.7
2016,April,26,KF2,reg,11,ambient,32.7
2016,April,26,KF2,reg,11,ambient,34.7
2016,April,26,KF2,reg,11,ambient,35.2
2016,April,26,KF2,reg,11,ambient,40.8
2016,April,26,KF2,reg,11,ambient,41.3
2016,April,26,KF2,reg,11,ambient,42.1
2016,April,26,KF2,reg,11,ambient,42.8
2016,April,26,KF2,reg,11,ambient,43
2016,April,26,KF2,reg,11,ambient,47.9
2016,April,26,KF2,reg,12,no,15.4
2016,April,26,KF2,reg,12,no,17.6
2016,April,26,KF2,reg,12,no,21.2
2016,April,26,KF2,reg,12,no,22.3
2016,April,26,KF2,reg,12,no,25.8
2016,April,26,KF2,reg,12,no,28.3
2016,April,26,KF2,reg,12,no,29.3
2016,April,26,KF2,reg,12,no,31.5
2016,April,26,KF2,reg,12,no,32.5
2016,April,26,KF2,reg,12,no,34.3
2016,April,26,KF2,reg,12,no,36.1
2016,April,26,KF2,reg,12,no,36.5
2016,April,26,KF2,reg,12,no,37.6
2016,April,26,KF2,reg,12,no,40.2
2016,April,26,KF2,reg,12,no,40.8
2016,April,26,KF2,reg,12,no,42.6
2016,April,26,KF2,reg,12,no,44
2016,April,26,KF2,reg,12,no,45.6
2016,April,26,KF2,reg,12,no,54.8
2016,April,26,KF2,reg,12,no,58
2016,April,26,KF2,reg,13,no,22.1
2016,April,26,KF2,reg,13,no,27.2
2016,April,26,KF2,reg,13,no,28.1
2016,April,26,KF2,reg,13,no,31.4
2016,April,26,KF2,reg,13,no,33.2
2016,April,26,KF2,reg,13,no,33.5
2016,April,26,KF2,reg,13,no,34.1
2016,April,26,KF2,reg,13,no,35.7
2016,April,26,KF2,reg,13,no,35.9
2016,April,26,KF2,reg,13,no,38.1
2016,April,26,KF2,reg,13,no,38.7
2016,April,26,KF2,reg,13,no,40.2
2016,April,26,KF2,reg,13,no,42.3
2016,April,26,KF2,reg,13,no,42.5
2016,April,26,KF2,reg,13,no,43.4
2016,April,26,KF2,reg,13,no,43.5
2016,April,26,KF2,reg,13,no,43.7
2016,April,26,KF2,reg,13,no,48.3
2016,April,26,KF2,reg,13,no,52.6
2016,April,26,KF2,reg,13,no,57.6
2016,April,26,KF2,reg,14,no,13
2016,April,26,KF2,reg,14,no,18.6
2016,April,26,KF2,reg,14,no,19.6
2016,April,26,KF2,reg,14,no,20.4
2016,April,26,KF2,reg,14,no,23.1
2016,April,26,KF2,reg,14,no,23.7
2016,April,26,KF2,reg,14,no,25.1
2016,April,26,KF2,reg,14,no,28.4
2016,April,26,KF2,reg,14,no,31
2016,April,26,KF2,reg,14,no,33.7
2016,April,26,KF2,reg,14,no,33.9
2016,April,26,KF2,reg,14,no,34.6
2016,April,26,KF2,reg,14,no,36.7
2016,April,26,KF2,reg,14,no,37.2
2016,April,26,KF2,reg,14,no,38.5
2016,April,26,KF2,reg,14,no,39.5
2016,April,26,KF2,reg,14,no,39.8
2016,April,26,KF2,reg,14,no,40
2016,April,26,KF2,reg,14,no,47.1
2016,April,26,KF2,reg,14,no,47.9
2016,April,26,KF2,reg,15,ambient,15.1
2016,April,26,KF2,reg,15,ambient,21.4
2016,April,26,KF2,reg,15,ambient,23.4
2016,April,26,KF2,reg,15,ambient,27.8
2016,April,26,KF2,reg,15,ambient,27.9
2016,April,26,KF2,reg,15,ambient,29.5
2016,April,26,KF2,reg,15,ambient,30.4
2016,April,26,KF2,reg,15,ambient,30.7
2016,April,26,KF2,reg,15,ambient,31.2
2016,April,26,KF2,reg,15,ambient,31.3
2016,April,26,KF2,reg,15,ambient,32
2016,April,26,KF2,reg,15,ambient,32.4
2016,April,26,KF2,reg,15,ambient,33.5
2016,April,26,KF2,reg,15,ambient,34.2
2016,April,26,KF2,reg,15,ambient,34.5
2016,April,26,KF2,reg,15,ambient,34.9
2016,April,26,KF2,reg,15,ambient,36.2
2016,April,26,KF2,reg,15,ambient,37.6
2016,April,26,KF2,reg,15,ambient,40.6
2016,April,26,KF2,reg,15,ambient,44.1
2016,April,26,KF2,reg,16,no,10.1
2016,April,26,KF2,reg,16,no,19.9
2016,April,26,KF2,reg,16,no,21.5
2016,April,26,KF2,reg,16,no,23.2
2016,April,26,KF2,reg,16,no,23.5
2016,April,26,KF2,reg,16,no,28.2
2016,April,26,KF2,reg,16,no,28.7
2016,April,26,KF2,reg,16,no,30.5
2016,April,26,KF2,reg,16,no,33.6
2016,April,26,KF2,reg,16,no,34.2
2016,April,26,KF2,reg,16,no,34.6
2016,April,26,KF2,reg,16,no,35.2
2016,April,26,KF2,reg,16,no,36
2016,April,26,KF2,reg,16,no,38.7
2016,April,26,KF2,reg,16,no,39.9
2016,April,26,KF2,reg,16,no,40.1
2016,April,26,KF2,reg,16,no,42.1
2016,April,26,KF2,reg,16,no,43.1
2016,April,26,KF2,reg,16,no,43.2
2016,April,26,KF2,reg,16,no,48.7
2016,April,26,KF2,reg,17,ambient,19.5
2016,April,26,KF2,reg,17,ambient,20
2016,April,26,KF2,reg,17,ambient,25.5
2016,April,26,KF2,reg,17,ambient,28.6
2016,April,26,KF2,reg,17,ambient,28.6
2016,April,26,KF2,reg,17,ambient,29
2016,April,26,KF2,reg,17,ambient,29.2
2016,April,26,KF2,reg,17,ambient,29.6
2016,April,26,KF2,reg,17,ambient,29.7
2016,April,26,KF2,reg,17,ambient,31.8
2016,April,26,KF2,reg,17,ambient,33
2016,April,26,KF2,reg,17,ambient,33.6
2016,April,26,KF2,reg,17,ambient,34
2016,April,26,KF2,reg,17,ambient,35.3
2016,April,26,KF2,reg,17,ambient,35.3
2016,April,26,KF2,reg,17,ambient,36.7
2016,April,26,KF2,reg,17,ambient,37.5
2016,April,26,KF2,reg,17,ambient,38.1
2016,April,26,KF2,reg,17,ambient,42.5
2016,April,26,KF2,reg,17,ambient,42.9
2016,April,26,KF2,reg,18,no,21.5
2016,April,26,KF2,reg,18,no,22.3
2016,April,26,KF2,reg,18,no,28
2016,April,26,KF2,reg,18,no,28.6
2016,April,26,KF2,reg,18,no,30.9
2016,April,26,KF2,reg,18,no,33.8
2016,April,26,KF2,reg,18,no,34.1
2016,April,26,KF2,reg,18,no,37.7
2016,April,26,KF2,reg,18,no,38.2
2016,April,26,KF2,reg,18,no,39.1
2016,April,26,KF2,reg,18,no,40.2
2016,April,26,KF2,reg,18,no,41.3
2016,April,26,KF2,reg,18,no,42
2016,April,26,KF2,reg,18,no,42
2016,April,26,KF2,reg,18,no,43.1
2016,April,26,KF2,reg,18,no,43.2
2016,April,26,KF2,reg,18,no,43.6
2016,April,26,KF2,reg,18,no,50.4
2016,April,26,KF2,reg,18,no,50.8
2016,April,26,KF2,reg,18,no,52
2016,April,26,KF2,reg,19,ambient,8.1
2016,April,26,KF2,reg,19,ambient,10.5
2016,April,26,KF2,reg,19,ambient,21
2016,April,26,KF2,reg,19,ambient,26.8
2016,April,26,KF2,reg,19,ambient,31.7
2016,April,26,KF2,reg,19,ambient,32.4
2016,April,26,KF2,reg,19,ambient,32.8
2016,April,26,KF2,reg,19,ambient,35.1
2016,April,26,KF2,reg,19,ambient,35.6
2016,April,26,KF2,reg,19,ambient,36.6
2016,April,26,KF2,reg,19,ambient,39.1
2016,April,26,KF2,reg,19,ambient,40
2016,April,26,KF2,reg,19,ambient,42.5
2016,April,26,KF2,reg,19,ambient,43.2
2016,April,26,KF2,reg,19,ambient,43.8
2016,April,26,KF2,reg,19,ambient,44.2
2016,April,26,KF2,reg,19,ambient,45.6
2016,April,26,KF2,reg,19,ambient,45.8
2016,April,26,KF2,reg,19,ambient,46.7
2016,April,26,KF2,reg,19,ambient,46.7
2016,April,26,KF2,reg,20,ambient,13.4
2016,April,26,KF2,reg,20,ambient,18.1
2016,April,26,KF2,reg,20,ambient,18.3
2016,April,26,KF2,reg,20,ambient,20
2016,April,26,KF2,reg,20,ambient,29.5
2016,April,26,KF2,reg,20,ambient,31
2016,April,26,KF2,reg,20,ambient,32
2016,April,26,KF2,reg,20,ambient,33.4
2016,April,26,KF2,reg,20,ambient,33.8
2016,April,26,KF2,reg,20,ambient,34.1
2016,April,26,KF2,reg,20,ambient,35.2
2016,April,26,KF2,reg,20,ambient,35.4
2016,April,26,KF2,reg,20,ambient,38.1
2016,April,26,KF2,reg,20,ambient,38.4
2016,April,26,KF2,reg,20,ambient,40.7
2016,April,26,KF2,reg,20,ambient,40.7
2016,April,26,KF2,reg,20,ambient,43.2
2016,April,26,KF2,reg,20,ambient,43.2
2016,April,26,KF2,reg,20,ambient,43.6
2016,April,26,KF2,reg,20,ambient,45.8
2016,April,26,KF2,reg,C,cc,18.5
2016,April,26,KF2,reg,C,cc,18.8
2016,April,26,KF2,reg,C,cc,24.5
2016,April,26,KF2,reg,C,cc,27.2
2016,April,26,KF2,reg,C,cc,28.5
2016,April,26,KF2,reg,C,cc,29.3
2016,April,26,KF2,reg,C,cc,30.6
2016,April,26,KF2,reg,C,cc,30.8
2016,April,26,KF2,reg,C,cc,32.9
2016,April,26,KF2,reg,C,cc,34.2
2016,April,26,KF2,reg,C,cc,35.3
2016,April,26,KF2,reg,C,cc,37.8
2016,April,26,KF2,reg,C,cc,40.5
2016,April,26,KF2,reg,C,cc,40.7
2016,April,26,KF2,reg,C,cc,43.1
2016,April,26,KF2,reg,C,cc,44.9
2016,April,26,KF2,reg,C,cc,46.7
2016,April,26,KF2,reg,C,cc,47
2016,April,26,KF2,reg,C,cc,47.2
2016,April,26,KF2,reg,C,cc,47.4
2016,April,26,KF2,reg,D,cc,14.2
2016,April,26,KF2,reg,D,cc,18.9
2016,April,26,KF2,reg,D,cc,19.3
2016,April,26,KF2,reg,D,cc,25
2016,April,26,KF2,reg,D,cc,28.3
2016,April,26,KF2,reg,D,cc,29.1
2016,April,26,KF2,reg,D,cc,32.9
2016,April,26,KF2,reg,D,cc,33
2016,April,26,KF2,reg,D,cc,36.5
2016,April,26,KF2,reg,D,cc,36.9
2016,April,26,KF2,reg,D,cc,37.1
2016,April,26,KF2,reg,D,cc,38.2
2016,April,26,KF2,reg,D,cc,39.5
2016,April,26,KF2,reg,D,cc,41.2
2016,April,26,KF2,reg,D,cc,44.7
2016,April,26,KF2,reg,D,cc,45.1
2016,April,26,KF2,reg,D,cc,45.8
2016,April,26,KF2,reg,D,cc,45.9
2016,April,26,KF2,reg,D,cc,47.1
2016,April,26,KF2,reg,D,cc,51.7
2016,May,25,KF1,reg,1,ambient,25.7
2016,May,25,KF1,reg,1,ambient,30.5
2016,May,25,KF1,reg,1,ambient,33.9
2016,May,25,KF1,reg,1,ambient,39
2016,May,25,KF1,reg,1,ambient,42.5
2016,May,25,KF1,reg,1,ambient,46.9
2016,May,25,KF1,reg,1,ambient,50.3
2016,May,25,KF1,reg,1,ambient,50.4
2016,May,25,KF1,reg,1,ambient,52.9
2016,May,25,KF1,reg,1,ambient,53.3
2016,May,25,KF1,reg,2,ambient,11.6
2016,May,25,KF1,reg,2,ambient,25.8
2016,May,25,KF1,reg,2,ambient,30.1
2016,May,25,KF1,reg,2,ambient,31.1
2016,May,25,KF1,reg,2,ambient,31.2
2016,May,25,KF1,reg,2,ambient,32
2016,May,25,KF1,reg,2,ambient,41.7
2016,May,25,KF1,reg,2,ambient,42.3
2016,May,25,KF1,reg,2,ambient,43.4
2016,May,25,KF1,reg,2,ambient,50
2016,May,25,KF1,reg,3,no,16.2
2016,May,25,KF1,reg,3,no,23.1
2016,May,25,KF1,reg,3,no,29.1
2016,May,25,KF1,reg,3,no,29.5
2016,May,25,KF1,reg,3,no,30
2016,May,25,KF1,reg,3,no,33.6
2016,May,25,KF1,reg,3,no,36
2016,May,25,KF1,reg,3,no,39.6
2016,May,25,KF1,reg,3,no,41.3
2016,May,25,KF1,reg,3,no,64.7
2016,May,25,KF1,reg,4,ambient,21.1
2016,May,25,KF1,reg,4,ambient,22.8
2016,May,25,KF1,reg,4,ambient,27.3
2016,May,25,KF1,reg,4,ambient,27.6
2016,May,25,KF1,reg,4,ambient,31.3
2016,May,25,KF1,reg,4,ambient,39.5
2016,May,25,KF1,reg,4,ambient,42.1
2016,May,25,KF1,reg,4,ambient,43.4
2016,May,25,KF1,reg,4,ambient,46
2016,May,25,KF1,reg,4,ambient,46.7
2016,May,25,KF1,reg,5,no,19.7
2016,May,25,KF1,reg,5,no,22.8
2016,May,25,KF1,reg,5,no,23.9
2016,May,25,KF1,reg,5,no,33.9
2016,May,25,KF1,reg,5,no,34.5
2016,May,25,KF1,reg,5,no,37
2016,May,25,KF1,reg,5,no,39.1
2016,May,25,KF1,reg,5,no,40.6
2016,May,25,KF1,reg,5,no,42.5
2016,May,25,KF1,reg,5,no,46.8
2016,May,25,KF1,reg,6,no,21
2016,May,25,KF1,reg,6,no,23.1
2016,May,25,KF1,reg,6,no,31.9
2016,May,25,KF1,reg,6,no,32
2016,May,25,KF1,reg,6,no,32.6
2016,May,25,KF1,reg,6,no,38.3
2016,May,25,KF1,reg,6,no,38.5
2016,May,25,KF1,reg,6,no,42.2
2016,May,25,KF1,reg,6,no,45.3
2016,May,25,KF1,reg,6,no,50.1
2016,May,25,KF1,reg,7,ambient,16.9
2016,May,25,KF1,reg,7,ambient,24.3
2016,May,25,KF1,reg,7,ambient,25.2
2016,May,25,KF1,reg,7,ambient,25.5
2016,May,25,KF1,reg,7,ambient,27.8
2016,May,25,KF1,reg,7,ambient,33.6
2016,May,25,KF1,reg,7,ambient,35.1
2016,May,25,KF1,reg,7,ambient,40.7
2016,May,25,KF1,reg,7,ambient,40.8
2016,May,25,KF1,reg,7,ambient,43.5
2016,May,25,KF1,reg,8,ambient,23.4
2016,May,25,KF1,reg,8,ambient,30.3
2016,May,25,KF1,reg,8,ambient,33
2016,May,25,KF1,reg,8,ambient,38.7
2016,May,25,KF1,reg,8,ambient,39.3
2016,May,25,KF1,reg,8,ambient,39.9
2016,May,25,KF1,reg,8,ambient,40
2016,May,25,KF1,reg,8,ambient,41.6
2016,May,25,KF1,reg,8,ambient,42.2
2016,May,25,KF1,reg,8,ambient,44.5
2016,May,25,KF1,reg,9,no,20.7
2016,May,25,KF1,reg,9,no,25.2
2016,May,25,KF1,reg,9,no,27
2016,May,25,KF1,reg,9,no,29
2016,May,25,KF1,reg,9,no,29.4
2016,May,25,KF1,reg,9,no,33.3
2016,May,25,KF1,reg,9,no,35.3
2016,May,25,KF1,reg,9,no,36
2016,May,25,KF1,reg,9,no,39.3
2016,May,25,KF1,reg,9,no,46.2
2016,May,25,KF1,reg,10,no,17.1
2016,May,25,KF1,reg,10,no,33.2
2016,May,25,KF1,reg,10,no,33.4
2016,May,25,KF1,reg,10,no,34.3
2016,May,25,KF1,reg,10,no,34.6
2016,May,25,KF1,reg,10,no,37
2016,May,25,KF1,reg,10,no,41.2
2016,May,25,KF1,reg,10,no,41.5
2016,May,25,KF1,reg,10,no,43.9
2016,May,25,KF1,reg,10,no,51
2016,May,25,KF1,reg,A,cc,32.8
2016,May,25,KF1,reg,A,cc,33
2016,May,25,KF1,reg,A,cc,35.2
2016,May,25,KF1,reg,A,cc,35.3
2016,May,25,KF1,reg,A,cc,35.4
2016,May,25,KF1,reg,A,cc,37.2
2016,May,25,KF1,reg,A,cc,46.9
2016,May,25,KF1,reg,A,cc,47.1
2016,May,25,KF1,reg,A,cc,49.1
2016,May,25,KF1,reg,A,cc,50.5
2016,May,25,KF1,reg,B,cc,21.1
2016,May,25,KF1,reg,B,cc,25.7
2016,May,25,KF1,reg,B,cc,29.5
2016,May,25,KF1,reg,B,cc,31.3
2016,May,25,KF1,reg,B,cc,31.5
2016,May,25,KF1,reg,B,cc,33.2
2016,May,25,KF1,reg,B,cc,36.5
2016,May,25,KF1,reg,B,cc,39
2016,May,25,KF1,reg,B,cc,39.2
2016,May,25,KF1,reg,B,cc,46.6
2016,May,25,KF2,reg,11,ambient,19.9
2016,May,25,KF2,reg,11,ambient,36.5
2016,May,25,KF2,reg,11,ambient,42
2016,May,25,KF2,reg,11,ambient,42.6
2016,May,25,KF2,reg,11,ambient,44.1
2016,May,25,KF2,reg,11,ambient,44.8
2016,May,25,KF2,reg,11,ambient,45.3
2016,May,25,KF2,reg,11,ambient,48
2016,May,25,KF2,reg,11,ambient,49
2016,May,25,KF2,reg,11,ambient,54.7
2016,May,25,KF2,reg,12,no,27.7
